,premise,hypothesis,labels,hindi_premise,hindi_hypothesis,english_premise,english_hypothesis
2022,pakhi varun shrivastav varun ji pakhi peeche mat dekhna pakhi jis gaadi se aaj aapki takkar hui usse chalaane vaale ka naam babu singh tha varun ji aur aapka naam kya hai pakhi zyaada hoshiyar banne ki koshish mat karo kyonki tum ho nahin varun ji aap un dono mein se kaun vaali hain zamindar mr shrivastav zamindar ye hamari beti hai pakhi varun ji zamindar aur pakhi bete ye hai vah gentleman jinke baare mein pakhi namaste,pakhi shrivastav ko peeche dekhne se mana kar raha hai,0,"पाखी   वरुण श्रीवास्तव ...   वरुण   जी ...   पाखी   पीचे मत देखना ...   पाखी   जिस गाड़ी से आज आपकी टक्कर हुई उससे चलने वाले का नाम बाबू सिंह था ...   वरुण   जी... और आपका नाम क्या है?   पाखी  ज्यादा होशियार बनने की कोषिश मत करो क्योंकी तुम हो नहीं...   वरुण  जी आप उन दोनो में से कौन वाली हैं?   जमींदार   मि. श्रीवास्तव ...   जमींदार   ये हमारी बेटी है ... पाखी ...   वरुण   जी ...   जमींदार   और पाखी बेटे, ये है वह सज्जन जिन्के बारे में ...   पाखी   नमस्ते ...  ",पाखी श्रीवास्तव को पीछे देखने से मन कर रहा है,pakhi varun srivastava varun yes pakhi don t look down pakhi the name of the person who hit you today was babu singh varun yeah and what s your name pakhi don t try to be too smart because you are not varun who are you zamindar mr srivastava zamindar this is our daughter pakhi varun yes zamindar and pakhi son this is the gentleman about whom pakhi hello,feels like looking back at pakhi srivastava
1740,devi bahut dinon se kheer nahin banaayi pathak bas ho gaya devi khaa lijiye itni pasand toh hai aapko devi 1 mahina ho gaya aaj 16 hazaar mile hain pathak tum ghar chhorh ke jaana chaahti ho pathak hai na devi haan devi ye case nahin hota toh ab tak main shaayad akele rahne ke liye bani hoon devi allahabad university mein ek course hai wo karne ka mann hai wahin kisi coaching mein kaam dhoondh loongi pathak hmmmm pathak abhi 3 lakh mein se 1 hi hua hai bank mein 50 hazaar ki fd hai tudwa lenge baaki 1 5 ka dekhna padega kahin se uske baad jahaan jaana hai chali jaana,,1,देवी   बहुत दिनों से खीर नहीं बनायी...   पाठक   बस ... हो गया ..   देवी   खा लिजिये ... इतनी पसंद तो है आपको !   देवी   1 माहिना हो गया आज। 16 हजार मिले हैं।   पाठक   तुम घर छोर के जाना चाहता हो?   पाठक   है ना?   देवी   हां।   देवी   ये मामला नहीं होता तो अब तक... मैं शायद अकेले रहने के लिए बनी हूं।   devi   इलाहाबाद यूनिवर्सिटी में एक कोर्स है... वो करने का मन है। वही किसी कोचिंग में काम ढूंढ लूंगी।   पाठक  हम्म्म्म।   पाठक   अभी 3 लाख में से 1 ही हुआ है। बैंक में 50 हजार की एफडी है... टूटवा लेंगे। बाकी 1. 5 का देखना पड़ेगा कहीं से। उसके बाद जहान जाना है चली जाना...  ,',devi haven t made kheer for a long time reader that s it devi eat it you like it so much devi it s been 1 month today 16 thousand have been found reader you want to go to the end of the house reader right devi yes devi if this had not been the case by now i might have been made to be alone devi there is a course in allahabad university i want to do that i will find work in some coaching readers hmmmm reader only 1 out of 3 lakhs has happened now there is an fd of 50 thousand in the bank will get it broken the rest 1 5 will have to be seen from somewhere after that the world has to go,
1007,ashwin nahi nahi come on ashwin ashwin ullu ka pattha ashwin dr tandon ashwin kumar i m handling your case kuch sawaal poochne hain aapse vedant 15 march raat kitne baje sone gaye aap ashwin laghbhag 11 baje vedant uss raat saadhe gyaarah baje se subah 6 baje ke beech mein internet router kai baar on off hua any explanation ramesh no vedant subah kitne baje sokar uthhe aap,ashwin 15 march ki raat jaga hua tha,1,अश्विन  नहीं। नहीं। आ अश्विन ..   अश्विन   उल्लू का पाठ..   अश्विन   डॉ. टंडन .. अश्विन कुमार .. मैं आपका केस संभाल रहा हूं .. कुछ सवाल पूछने हैं आप।   वेदांत   15 मार्च रात कितने बजे सोने गए आप?   अश्विन   लगभाग 11 बजे।   वेदांत  उस रात साधे ग्याराह बजे से सुबह 6 बजे के बीच में इंटरनेट राउटर काई बार ऑन ऑफ हुआ। कोई स्पष्टीकरण?   रमेश   नहीं।   वेदांत   सुबह कितने बजे सोकर उठे आप?  ,अश्विन  15 मार्च की रात जग हुआ था,ashwin no no aa ashwin ashwin owl recitation ashwin dr tandon ashwin kumar i am handling your case have a few questions to ask you vedanta at what time did you go to sleep on march 15 ashwin around 11 o clock vedanta the internet router got switched on and off several times that night between 11 30 am and 6 am any explanation not ramesh vedanta at what time did you wake up in the morning,ashwin was awake on the night of 15 march
67,meera please kuchh help kijiye satbir o ahn re bihari migrant k kaun kya hua satbir o bihari koi lugaayi aayi ke bihari migrant koi nahi aaya hian toh bas aap du log aaye hain fauji batti kaise on hui baahar ki bihari migrant woh pesaab ke liye gaye the bihari migrant mehraru hai maalik bihari migrant pul ke us taraf thana hai meera police mili hui hai gaon mein koi bihari migrant sarpanch hoga unke paas jaaiye meera aap le chalenge bihari migrant hum baahar waale hain madam,meera is asking for help,0,मीरा  ... प्लीज कुछ मदद किजिये।   सतबीर   हे ! आह रे!   बिहारी प्रवासी   क... कौन ? क्या हुआ ?   सतबीर   हे बिहारी ! कोई लूगायी आई के?   बिहारी प्रवासी  कोई नहीं आया तोह। बस आप दू लोग आए हैं।   फौजी   हुई बहार की बत्ती कैसे ?   बिहारी प्रवासी   वो... पेसाब के लिए गए थे।   बिहारी प्रवासी   महरारू है मालिक।   बिहारी प्रवासी   पुल के हमें तराफ थाना है।   मीरा   पुलिस मिली हुई है। गांव में कोई...?   बिहारी प्रवासी   सरपंच होगा। उनके पास जाए।   मीरा   आप ले चलेंगे?   बिहारी प्रवासी   हम बहार वाले हैं मैडम।  ,मीरा मदद मांग रही है,meera please help me satbir hey ah hey bihari migrant a who what happened satbir oh bihari anybody got it bihari migrant no one has come only you two people have come fauji how did the light of the spring come on bihari migrant he went for pesab bihari migrant mahararu is the owner bihari migrant we have a police station on the side of the bridge meera police is found anyone in the village bihari migrant sarpanch will be there go to them meera will you take me bihari diaspora we are out there madam,mira is asking for help
24,al turk chalo khalil mansoor fahad sab samaan gaadi mein daal do safirini mansoor aur fahad theek se kar paayenge training poori hain na inki al turk haan haan kaam ke pakke hain dono mujhe yahaan poori tafseel milti rahegi ab hum milenge cyprus mein,ab al turk khalil se london mein milega,0,"अल-तुर्क    चलो।   खलील    मंसूर-फहद.. सब सामान गाड़ी में दाल दो।   safirini    मंसूर और फहद ठीक से कर पाएंगे ? ट्रेनिंग पूरी है ना इनकी?   अल-तुर्क    हां हां, काम के पक्के हैं दोनो, मुझे यहां पूरी तफसील मिलेगी, अब हम मिलेंगे साइप्रस में  ",अब अल-तुर्क खलील से लंदन में मिलेगा,al turk come on khaleel mansoor fahd give all the goods in the car safirini will mansoor and fahad be able to do it properly is their training complete al turk yes both are sure of work i will get full details here now we will meet in cyprus,will now meet al turk khalil in london
216,misra good afternoon vicky thakur murder mein mere paas ek ajeeb tip aayi misra vicky ka killer kisi official vehicle mein bhaaga tha aajkal pakisatn mein hai kahin aapke dream project ka hissa toh nahi hai ashwini kaunsa dream project jo tumney bandh karva diya misra aapne bandh kahan kiya hoga thoda toh main bhi jaanta hoon aapko ashwini thoda jaantey ho poora nahi,vicky ka killer aajkal pakistan mein hai,0,मिश्रा  शुभ दोपहर ... विक्की ठाकुर मर्डर में मेरे पास एक अजीब टिप आई ...   मिश्रा  विक्की का किलर किसी आधिकारिक वाहन में भाग था ... आजकल पाकिस्तान में है ... कहीं आपके ड्रीम प्रोजेक्ट का हिसा तोह नहीं है?   अश्विनी  कौनसा ड्रीम प्रोजेक्ट ... जो तुमने बंद करवा दिया ...   मिश्रा  आपने बंद कहां किया होगा ... थोड़ा तो मैं भी जनता हूं आपको ... पूरा नहीं ...  ,विक्की का किलर आजकल पाकिस्तान में है,mishra good afternoon i got a strange tip in vicky thakur murder mishra vicky s killer ran away in some official vehicle aaj ki pakistani hai kahin aapko aapse dream project ka hisa toh not there ashwini which dream project which you got closed mishra where would you have stopped a little i know you too not complete,vicky s killer is now in pakistan
1910,lady tumhein bar license nahin milega shahid kyon lady kyon kyonki tum terrorist thay tum 5 saal jail mein thay shahid please ek baar rule book mein criteria check kar lijiye lady tum sikhaoge mujhe mera kaam shahid sorry mujhe pata hai aap yahaan 20 saal se hain aur jisse bhi suna hai aapke baare mein achcha hi suna hai but madam i am eligible maine kabhi bankruptcy file nahin ki hai na koi naityik bhrastachar sirf in grounds par mera application reject ho sakta hai lady ok let me check lady main yahan 20 saal se nahin 12 saal se hoon,lady yahan 12 saal se hain,0,"लेडी   तुम्हें बार लाइसेंस नहीं मिलेगा ?   शाहिद   क्योन ?   लेडी   क्योन ? क्योंकी तुम आतंकवादी था। तुम 5 साल जेल में था।   शाहिद   प्लीज एक बार रूल बुक में क्राइटेरिया चेक कर लिजिए।   लेडी   तुम सिखोगे मुझे मेरा काम?   शाहिद   सॉरी। मुझे पता है आप यहां 20 साल से हैं। और जिससे भी सुना है आपके बारे में अच्छा ही सुना है। लेकिन महोदया, मैं पात्र हूं। मैने कभी दिवाला फ़ाइल नहीं की है ना कोई नैतिक भ्रष्टाचार। बस मैदान पर मेरा आवेदन खारिज हो सकता है।   लेडी   ठीक है.. मुझे देखने दो।   महिला  मैं यहां 20 साल से नहीं 12 साल से हूं।  ",लेडी यहां 12 साल से हैं।,lady you won t get the bar license shahid why lady why because you were a terrorist you were in prison for 5 years shahid please check the criteria in the rule book once lady will you teach me my work shahid sorry i know you ve been here for 20 years and everyone who has heard has heard about you very well but ma am i am eligible i have never filed bankruptcy or any moral corruption just on the ground my application may get rejected lady alright let me see woman i have been here not for 20 years but for 12 years,lady has been here for 12 years
1153,safirini bahut ho gaya yeh tamasha inzamam generator aur crew dono aate hi honge safirini poora din nikal gaya jhooti dalile sunte mereko pehle hi plane udha dena tha inzamam plane udhaane ki sochna bhi mat mai chup hoon kyunki tere paas 300 masoom log qaid hain nahi toh tere,safirini ka poora din jhoote arguments sunte sunte nikal gaya,0,"सफिरिनी    बहुत हो गया ये तमाशा   इंजमाम    जेनरेटर और क्रू दोनो आते ही होंगे   सफिरिनी    पूरा दिन निकल गया झूठा डालिले सुन्ते, मेरेको पहले ही विमान उड़ना था मत, मैं चुप हूं क्योंकि तेरे पास 300 मासूम लोग क़ैद हैं, नहीं तो तेरे ...  ",safirini का पूरा दिन झूठ तर्क सुनते सुनते निकल गया,safirini enough is enough for this spectacle inzamam generator and crew both will come soon safirini the whole day has passed i have already had to fly the plane don t i am silent because you have 300 innocent people imprisoned otherwise you,safirini s whole day was spent listening to false arguments
166,vedant kin dono ne shambhu kanhaiya aur rajpal vedant tum apni marzi se approver ban ne ke liye taiyaar ho shambhu jee saab jk do you think i m a fool jk you torture and beat up somebody and then force him to become an approver ashwin sir wo magistrate ko bayan dene ke liye tayyar hai kal chargesheet aur parsoon case khatam jk look mujhe nahi pata hai ki ramashankar kis tareeqe se kaam karta tha yahan but this is not the way this agency will function under my command ashwin sir wo apni marzee se approver ban raha hai,jk orders to torture and beat up somebody,0,"वेदांत   किन दोनो ने ?   शंभू  कन्हैया और राजपाल..   वेदांत  तुम अपनी मर्जी से अप्रूवर बन-ने के लिए तयार हो?   शंभू   जी साब।   जेके   क्या आपको लगता है कि मैं मूर्ख हूं?   जेके   आप किसी को प्रताड़ित करते हैं और पीटते हैं और फिर उसे सरकारी गवाह बनने के लिए मजबूर करते हैं?   अश्विन   सर..वो मजिस्ट्रेट को बयान देने के लिए तैयर है. काल चार्जशीट और परसून केस खतम।   जेके  देखिए, मुझे नहीं पता है कि रामशंकर किस तारिके से काम करता था यहां.. लेकिन यह एजेंसी मेरे आदेश के तहत काम नहीं करेगी।   अश्विन   सर.. वो अपनी मर्जी से अप्रूवर बन रहा है.  ",जेके किसी को प्रताड़ित करने और पीटने का आदेश देता है।,vedanta which of the two shambhu kanhaiya and rajpal vedanta are you ready to become an approver on your own shambhu yes sir jk do you think i m an idiot jk you torture and beat someone and then force him or her to become a government witness ashwin sir he is ready to give statement to the magistrate call charge sheet and parsoon case over jk look i don t know how ramshankar used to work here but this agency will not work under my orders ashwin sir he is becoming an approver of his own free will,jk orders someone to torture and beat him
207,ammaji bechari daredi sa poor thing looks scared jaa paani le kar aa kamlesh bua kahin jaa rahi hai ammaji beti tu theek sa ke baat ho gayi meera hum dilli se aa rahe the raaste mein kuchh log ek ladka ladki ko ammaji machine kathey sa mhaari ammaji machine bhumia huh mili nahi ammaji ek kaam na hota raand sa meera please aunty mera husband injured hai please mere saath chaliye wo mar jaayega aunty meera aunty meera fuck,meera ka husband injured hai,0,"अम्माजी   बेचारी डर्दी सा. (बेचारा डरा हुआ लग रहा है) जा पानी ले कर आ।   कमलेश   बुआ कहीं जा रही है?   अम्माजी   बेटी तू ठीक सा? के बात हो गई?   मीरा   हम दिल्ली से आ रहे थे। रास्ते में कुछ लोग एक लड़की लड़की को ...   अम्माजी   मशीन कथे सा महरी ?   अम्माजी   मशीन ?   भूमिया   हुह ? मिली नहीं।   अम्माजी   एक काम न होता और सा।   मीरा   प्लीज आंटी... मेरा पति घायल है... प्लीज मेरे साथ चलो। वो मर जाएगा , आंटी...   मीरा   आंटी ?   मीरा   भाड़ में जाओ।  ",मीरा का पति घायल,ammaji poor poor man poor looks scared go get some water kamlesh where is the aunt going ammaji daughter are you okay what happened meera we were coming from delhi some people on the way give a girl to a girl ammaji where is the machine ammaji machine bhumiya huh didn t get ammaji one work would not have happened and the other meera please aunty my husband is injured please come with me he will die auntie meera auntie mira fuck you,meera s husband injured
2089,meera dickey kholna please ranveer tune promise kiya tha hamesha handbag main rakhegi meera par aaj toh tum ho na saath mein ranveer looks at her hurt in his eyes meera sorry i i didn t mean it that way just that bahot heavy hai yaar meera yes amma i m fine,meera ne promise kiya tha hamesha handbag mein rakhegi,0,"मीरा   डिकी खोलना, प्लीज।   रणवीर   ट्यून प्रॉमिस किया था हमा हैंडबैग मैं राखी।   मीरा   पर आज तो तुम हो न साथ में। रणवीर उसकी तरफ देखता है। उसकी आंखों में चोट लगी है।   मीरा   सॉरी। मैं ... मेरा मतलब यह नहीं था। बस वो... बहुत भारी है यार...   मीरा   हां अम्मा... मैं ठीक हूं...  ",मीरा ने वादा किया था हमशा हैंडबैग में राखी,meera open the dicky please ranveer tune promised rakhi in our handbag meera but today you are not together ranveer looks at her his eye is hurt meera sorry i i didn t mean that it s just very heavy dude meera yes amma i m fine,meera had promised to always carry rakhi in her handbag
591,pushpa pi bhi lo beta thandi ho jaayegi pushpa apsey milne ko aaya hai ajju bahut achhi chai hai main banata hoon toh hamesha strong ho jaati hai main kah raha tha main shaadi karna chahta hoon rita se chacha tera kaam waam ka kuchh pata nahin hai aamdani ka kuch jariya hai tera ajju lic ka agent hoon chacha woh toh chal hi raha hai aur yes ek exam diya hai sales tax department mein gorment job ke liye pushpa achha beta phir aana achha,ajju geeta se shaadi karna chahta hai,1,"पुष्पा  पी भी लो बेटा-थंडी हो जाएगी ..   पुष्पा  आपसे मिलने को आया है ..   आज्जू  बहुत अच्छी चाय है .. मैं बना हूं तो हम मजबूत हो जाति है .. मैं था .. कह मैं शादी करना चाहता हूं- रीता से ..   चाचा  तेरा काम वाम का कुछ पता नहीं है .. आमदानी का कुछ जरिया है तेरा ..?   ajju  एलआईसी का एजेंट हूं चाचा .. वो तो चल ही रहा है .. और हां एक परीक्षा दिया है .. बिक्री कर विभाग में .. गोरमेंट जॉब के लिए ..   पुष्पा  अच्छा बेटा- फिर आना, अच्छा ?  ",आज्जू गीता से शादी करना चाहता है,pushpa drink bhi son thandi ho jayegi pushpa i have come to meet you ajju very good tea i am made so we are strong caste i was say i am i want to marry rita uncle you have no idea of left work do you have some source of income ajju i am lic agent uncle that is going on and yes have given an exam in sales tax department for gourment job pushpa good son come again ok,ajju wants to marry geeta
1176,ashwini kisi bhi agent ka aanewala kal sirf tab khush hota hai jab guzre hue kal se rishta toot jaata hai wali khan ke past aur future ke beech sirf main tha jisne use gic se recruit kiya aur karachi bheja sumitra ashwini log retire hotey hain ashwini aur hone se pehle kuch chapter bandh karkey jaateey hain aata hoon ashwini is liye mera retirement uske liye sabse bada mauka tha aane wale kal ko khubsoorat banane ka,sumitra ka retirement uske liye sabse bada mauka tha,1,अश्विनी  किसी भी एजेंट का आने वाला कल सिरफ तब खुश होता है जब गुजरे हुए कल से रिश्ता टूट जाता है ... वाली खान के पास्ट और फ्यूचर के बीच सिरफ मैं था ... जिस्ने यूज जीआईसी से रिक्रूट किया और कराची भेजा ..   सुमित्रा   अश्विनी ! लोग रिटायर होते हैं...   अश्विनी   और होने से पहले कुछ चैप्टर बंद करके जाते हैं... आता हूं...   अश्विनी  क्या लिए मेरा रिटायरमेंट उसके लिए सबसे बड़ा मौका था... आने वाले कल को खूबसूरत बनाने का...  ,सुमित्रा का रिटायरमेंट उसके लिए सबसे बड़ा मौका था,ashwini any agent s tomorrow is happy when the relationship with the past is broken between the past and the future of wali khan i was the only one who recruited from used gic and sent to karachi sumitra ashwini people retire ashwini and leave some chapters before it happens i come ashwini was my retirement the biggest opportunity for him tomorrow beautify,sumitra s retirement was the biggest opportunity for her
1720,ammaji phone kyun na laag rya tha thaara satbir wo paani ma bheej gya ammaji aur jey yaa nikal jaati tey ke karta satbir sab control ma sa amma ammaji gaye cheh paachhe aaye chaar yo control sa thaara ammaji rrr chup karaao isne koi,satbir ka phone nahi lag raha tha,0,अम्माजी   फोन क्यों ना लाग रिया था थारा ?   सतबीर   वो... पानी मा भीज गया।   अम्माजी   और जे या निकल जाती ते के कर्ता ?   सतबीर   सब कंट्रोल मां सा अम्मा।   अम्माजी   गए चे। पाछे आए चार। यो कंट्रोल सा थारा?   अम्माजी   आरआर चुप कराओ इसने कोई।  ,सतबीर का फोन नहीं लग रहा था,ammaji why didn t the phone lag riya tha thara satbir that water got wet ammaji and je or nikal jaati te ke doer satbir all control mother sa amma ammaji gone che four came after yo control sa thara ammaji rr shut up this one,satbir s phone was not ringing
1863,jaya sandhya bhabhi kanoon ki naa sahi hamari hi sun lo sandhya pehle inko bolo mujhse maufi maangane ko prem hath kisne pahle uthaya tha maufi pehle tum maango sandhya aur majboor kaun kara mujhe hain pehle tum sorry bolo prem sorry sandhya sorry hema rekha chal pado ghar sab theek ho jaayega prem s father bahu main jimmedari leta hoon sab cheej ki chal par baapis samar buaji b tech se badiya toh l l b kar leta hoon main aane waale time mein bahut kamayi hone waali hai is kaam mein,samar b tech karna chahta hai,1,"जया  संध्या भाभी, कानूनों की ना सही-हमारी ही सुन लो।   संध्या  पहले इनको बोलो मुझसे मौफी मांगने को।   प्रेम   हाथ किसने पहले उठा था ? मौफी पहले तुम मैंगो।   संध्या   और मजबूर कौन करा मुझे है? पहले तुम सॉरी बोलो।   प्रेम   क्षमा करें।   संध्या   सॉरी।   हेमा/रेखा   चल पडो घर, सब ठीक हो जाएगा।   प्रेम के पिता   बहू, मैं जिम्मेदारी लेता हूं सब चीज की। चल पर बापिस।   समर   बुआजी, बी. टेक. से बडिया तो एल। एल. बी । कर देता हूं मैं! आने वाले समय में बहुत कामयी होने वाली है, काम में है।  ",समर बी टेक करना चाहता है,jaya sandhya sister in law don t listen to the laws properly listen to us only sandhya first tell them to ask for forgiveness from me prem who raised the hand first mauffy first you mango sandhya and who is forcing me you say sorry first love sorry sandhya sorry hema rekha come home everything will be fine prem s father bahu i take responsibility for everything come on dad summer buaji b take badiya to l ale b i do it there is going to be a lot of work in the coming time it is in the works,summer wants to b tech
525,karki deepak deepak ji sir karki ye placement ka form bhara deepak nahi sir main his attention goes to his friends waiting outside main bhar doonga karki abhi bharo agle hafte last date hai kahaan jaana hai deepak nahin kahin nahin,next week placement ka form bharne ki last date hai,0,कार्की   दीपक...   दीपक   जी सर।   कार्की   ये प्लेसमेंट का फॉर्म भरा ?   दीपक   नहीं सर... मैं... (उनका ध्यान बाहर इंतज़ार कर रहे अपने दोस्तों की ओर जाता है) मैं भर दूंगा।   कार्की   अभी भरो। अगले हफ्ते लास्ट डेट है। कहां जाना है?   दीपक   नहीं... कहीं नहीं।  ,अगले हफ्ते प्लेसमेंट का फॉर्म भरने की लास्ट डेट है,karki deepak deepak yes sir karki filled this placement form deepak no sir i his attention turns to his friends waiting outside i will fill karki fill in now next week is the last date where to go deepak no nowhere,next week is the last date to fill the placement form
469,ishaan all the best boys now focus govi sorry late ho gaya dukaan band karke aa raha hoon ishaan omi govind subah saat baje se nikla hua hai full force mein campaigning chal rahi hai ishaan practice kara kara ke thak gaya abhi tak off ke ball ko leg pe maare ja raha hai shi govind relax kar ish usey apna natural game khelne de hamesha copybook nahi khel skate tu bhi to innovate karta tha na let him enjoy govind its a good start dont worry ishaan arre kaaaiiipo team kids ali baba aur chaalis chakke,ishaan ne bahut practice karai,0,ईशान   ऑल द बेस्ट बॉयज.. अब फोकस करो।   govi   सॉरी .. लेट हो गया .. दुकान बंद करके आ रहा हूं।   ईशान   ओमी ?   गोविंद  सुबा सात बजे से निकला हुआ है .. पूरी ताकत से चुनाव प्रचार चल रहा है   ईशान  अभ्यास करा के थाक गया .. अभी तक गेंद को लेग पे मारे जा रहा है .. शि !!!   गोविंद   रिलैक्स कर ईश.. उसे अपना नेचुरल गेम खेलने दे। हमेशा कॉपीबुक नहीं खेल स्केट .. तू भी करता था ना को नया करने के लिए। उसे आनंद लेने दो।   गोविंद   यह एक अच्छी शुरुआत है.. चिंता न करें।   ईशान   अरे काइइपो !!!   टीम किड्स   अली बाबा और चालीस चक्के..  ,ईशान ने बहुत अभ्यास कराई।,ishaan all the best boys now focus govi sorry late i am coming after closing the shop ishaan omi govind suba is out since 7 o clock election campaign is going on in full force ishaan got tired of practicing still the ball is being hit on the leg shi govind relax by god let him play his natural game always copybook not playing skate tu bhi karta tha na ko to innovate let him enjoy govind it s a good start don t worry ishaan hey kaipo team kids ali baba and forty wheels,ishaan has practiced a lot
1350,tia listen kal jo hua uske liye i am sorry mujhe nahin pata tha ki dadu arjun are you crazy i m sorry normally meri family aise kabhi nahin behave karti correction i mean public mein aise kabhi nahin behave karti tia relax har family mein ladai hoti hai arjun humari family mein kuch zyaada hi hoti hai tia you should be happy ki tumhari family toh hai arjun tum apne parents ko bahut miss karti ho tia toh tum apne tombstone pe kya likhoge arjun aakhri baar likh rahah hun ho sakey toh kahaani yaad rakhna tia wow thats impressive,tia ki family mein kuch zyada hi ladaai hoti hai,1,"टीआईए  सुनो कल जो हुआ उसके लिए आई एम सॉरी.. मुझे नहीं पता था की दादू--   अर्जुन -- क्या तुम पागल हो .. आई एम सॉरी .. आम तौर पर, मेरी फैमिली ऐसे कभी नहीं व्यवहार करती-- सुधार .. मेरा मतलब है ""पब्लिक"" में ऐसे कभी नहीं व्यवहार करता ..   टीआईए  आराम करो .. हर परिवार में लड़ाइ होती है ..   अर्जुन  हमारी परिवार में कुछ ज्यादा ही होती है ..   टीआईए  आपको चाहिए खुश रहो की तुम्हारी फैमिली तो है   अर्जुन   तुम अपने पैरेंट्स को बहुत मिस करती हो?   टीआईए   तो .. तुम अपने समाधि पर क्या लिखोगे?   अर्जुन   आखिरी बार लिख रहा हूं .. हो खातिर तो कहानी याद रखना   टीआईए  वाह .. प्रभावशाली है ..  ",टीआईए की फैमिली में कुछ ज्यादा ही लदाई होती है,tia listen i m sorry for what happened yesterday i didn t know that dadu arjun are you mad i m sorry normally my family never behaves like this correction i mean never behave like this in public tia relax every family has a fight arjun we have too much in our family tia you should be happy that you have a family arjun you miss your parents a lot tia so what will you write on your tombstone arjun i am writing for the last time for the sake of it remember the story tia wow impressive,there is too much weight in the tia family
1531,father garage mein hathoda pada hai ghar ki baaki cheezein bhi todh do tv fridge ac rahul meri galti thhi dad mujhe gaadi chalana seekhna thha arjun bas yeh toh daantne ke naam pe insult thha yaar tujhe naalayak nikumma aur gadha bolna toh bhool hi gaye mother arjun rahul dadu bula rahe hain,arjun ne rahul ko naalayak nikumma aur gadha bola,1,"पिता   गैराज में हाथोड़ा पड़ा है। घर की बाकी चीज भी तो दो... टीवी, फ्रिज, एसी...   राहुल  मेरी गलत थी पापा। मुझे गाड़ी चलाना सीखना था।   अर्जुन   बास ? ये तो दांते के नाम पे अपमान था यार। तुझे नायक, निकुम्मा और गढ़ा बोलना तो भूल ही गए।   मां   अर्जुन ! राहुल ! दादू बुला रहे हैं।  ","अर्जुन ने राहुल को नायक, निकुम्मा और गढ़ा बोला।",father the hand is lying in the garage give everything else in the house tv fridge ac rahul my father was wrong i wanted to learn to drive arjun bass it was an insult to dante s name man forgot to call you hero worthless and gadha mother arjun rahul grandpa is calling,arjun called rahul a hero nikumma and gadha
928,anusha hi rahul hello anusha toh kya karna hai rahul uhh pehle khana kha lete khana thanda ho raha hai anusha i hope sense of humor ke alava baki sab kuch bhi improve hua hai rahul haan definitely anusha ek kaam karo is taraf aao anusha betho seat toh bandh karo anusha what man outside sorry rahul mujh se nahin hoga anusha kya rahul mujhe bahar jaana hai anusha oh you wanna play shy with me rahul anusha please rahul please,rahul pehle khana khana chahta hai,0,"अनुषा   हाय !!   राहुल   नमस्कार !   अनुषा   तो क्या करना है ?   राहुल  उह .. पहले खाना खा लेते हैं, खाना ठंडा हो रहा है।   अनुष्का   मुझे उम्मीद है, सेंस ऑफ ह्यूमर के अलावा बाकी सब कुछ भी बेहतर हुआ है।   राहुल   हां, जरूर।   अनुषा   एक काम करो तो तारफ आओ।   अनुषा   बेथो। सीट तो बंद करो।   अनुषा   क्या ?   आदमी बाहर  क्षमा करें।   राहुल   मुझसे नहीं होगा।   अनुषा   क्या।   राहुल   मुझे बाहर जाना है.   अनुषा   ओह, तुम मेरे साथ शर्मीला खेलना चाहती हो?   राहुल   अनुषा प्लीज--   राहुल   प्लीज !!  ",राहुल पहले खाना खाना चाहता है,anusha hi rahul hello anusha so what to do rahul uh let s eat first the food is getting cold anushka i hope everything has improved except the sense of humour rahul yes of course anusha if you do one thing then you will be rewarded anusha betho take the seat off anusha what man out sorry rahul i will not anusha what rahul i have to go out anusha oh you want to play shy with me rahul anusha please rahul please,rahul wants to have food first
