,premise,hypothesis,labels,english_premise,english_hypothesis
1577,"DEBINA: : Whats that ? ## NEERJA : Jaideep ne di hain ## DEBINA: : Ooh ! Love letter ! so romantic ! Khol khol ! ## NEERJA : No no , yeh mai sirf aur sirf birthday pe khol sakti hoon ## DEBINA: : Arre khol na , I also want to see , usse kaise pataa chalega aaj kholi ki kal , pst , come on , open it ## NEERJA : Aye ! Give it back ! And No ! Mai abhi nahi kholoongi , aur tumhare saamne toh bilkul nahi ! ## DEBINA: : Fine ! Miss goody two shoes ! ## ",Jaideep ne love letter diya hai,entailment,"Debina : What is that? ## Neerja : Jaideep has given ## Debina : : Oh! love letter ! so romantic ! Open it up! ## Neerja : No, this is me sirf and sirf birthday pe khol shakti ## Debina : : oh khol na, i also want to see, how will she know today opened tomorrow, PST, come, open it ## Neerja : Hey! give it back ! No more! I won't open now, and not in front of you at all! ## Debina: : Okay! Miss Goody to Shoes! ,",Jaideep has given a love letter
1578,"SIMMY : theek hai ## ANITA : achha didi , sahab ki homeopathic wali dawa hai naa wo packet , bathroom mein padi thi , maine is drawer me rakh di hai . ## SIMMY : theek hai , tu jaa ## ANITA : achha , main chabhi le ke jaa rahi hun She picks the key . ## ",ANITA ne sahab ki dawa drawer mein rakh di hai,entailment,"Simmi: ok ## Anita: Good sister, sir ki homeopathic wali claim, that packet was lying in the bathroom, I have kept it in the drawer. ## Simmi: Alright, you go ## Anita: Well, I am going to take it, she chooses the key. ,",Anita has kept the medicine of the sahib in the drawer.
1579,SONAL : Lo bhai le aayi main tera passport aur ticket ## SONAL : Tujhsey zyada to main excited hoon ... ke finally tera vrat to tootega ... ## RANI : Chup kar paagal mummy sunn legi ## SONAL : Truousseau wala suitcase hai ? ## RANI : Nahin voh to voh pada ... yeh honeymoon wala ## RANI : Hai na achhey suit ? ## SONAL : kya fayda ## RANI : Kyun ? ## SONAL : Peheney ka chance kahan dega voh ## RANI : Chhee ## SONAL : Lingaree li ? ## RANI : Haan lovable ki satin wali ## SONAL : Aur negligee ? ## RANI : Matlab ? ## SONAL : Main janti thi ... main cheez to tu le ke nahin ja rahi ... ## RANI : Hawwww ## SONAL : Hai na ## ,SONAL ne kaha ki negligee main cheez hai. ,entailment,"Sonal: Lo brother, have I brought your passport and ticket? ## Rani : No, that's it... This honeymoon guy ## Rani : Isn't that a good suit? ## Sonal : What's the benefit ## Rani : Why? ## Sonal: Where will he give a chance to wear ## Queen: Che ## Sonal: Lingri Lee? ## Rani : Yes the satin of cutie ## Sonal : more carelessness? ## Queen: Meaning? ## Sonal : I used to know... I am not going to take you... ## Queen : Hawa ## Sonal : Is it not ##",Sonal said that negligence is a thing in me.
1580,DEEPAK : Bhaai ... bhaai ... idhar aa ! ## SIKANDAR : Bol ... ## DEEPAK : Yeh ... ek selfie kheench de na ! ## SIKANDAR : Kya ? ## DEEPAK : Photo ... photo kheench . ## DEEPAK : Arre ee chita nahin aana chaahiye ... udhar se le na . ## DEEPAK : Jaldi se kheench de na bhaai ek aur . ## ,DEEPAK selfi lene ko keh raha hai,entailment,"Deepak: Brother... Brother... come here! ## Sikander : Bol... ## Deepak : Yeh... take a selfie, don't you! ## Sikander: What? ## Deepak : Photo... Take a photo. ## Deepak : Oh e pyre should not come... Take it from a loan, don't you? ## Deepak: Do not pull quickly, brother one more. ,",Deepak is asking to take selfie
1581,NAFISA : Kya hua hai ? ## LADY : Allah jaane ... ## NAFISA : Inka mobile hi nahi mil pa raha Kabeer ... Noor Sahab ko karti hoon ... Ji Assalaam-wale-kum ... Nafisa bol rahi hoon ... Kabeer ke Abbu ka ... Aag ... Kaisi aag ji ... ## KABEER : Ammi ? Kya hua Ammi ? ## POLICE OFFICER : Aap pareshan nahi hon ... kafi flights cancel hui hain ... hum yahan se aapko wapis ... ## NAFISA : Ji iske Abbu ka phone nahi lag raha ... padosiyon ne bataya ki ghar pe aag lagi hai ... kahin voh ... ## POLICE OFFICER : Aap kidhar rehti hain ? Hum fauran local police station se pata kar letey hain ... ## ,NAFISA ke padosiyon ke ghar pe aag lagi hai,contradictory,Nafisa: What happened? ## Woman: Allah Jaane... ## Nafisa: I can't find her mobile. Abbu ka... fire... what kind of fire ji... ## Kabir: Ammi? what happened mommy? ## Police Officer: You are not upset... Coffee flights have been canceled... We have taken you back from here... Somewhere she... ## Police Officer: Where do you live? We find out more from the local police station... ##,The house of Nafisa's neighbors is on fire
1582,VERMA JI : Aapne kaha tha aaj mil jaayega . Printing waala khaali baitha hai ... ## PATHAK : Bas 3 din aur ... Devi thoda beemaar thi . ## PATHAK : Thoda advance milega toh achha rahega . ## VERMA JI : Ek toh latkaaye huye hain chamgaadad-jaisa humein ... (takes out his wallet and 4 notes of 500 rupees each) Par pahli baar ho raha hai isliye ... Ghar par sab theek na ? ## ,PATHAK tells VERMA JI to wait for 3 days. ,entailment,Verma ji: You said you will get it today. Printer is sitting empty... ## Reader: Just 3 more days... Devi was a little ill. ## Reader: It will be good if you get a little advance. ## Verma ji: One is hanging bats like us... ##,Pathak asked Verma ji to wait for 3 days.
1583,"KASTURI : Nahin ... vo ... ## MINAL : What ? ## FALAK : Andrea nahi aayi voh - ## FALAK : Andrea tum bata nahi sakti thi tum late - what is this ? ## ANDREA : What hi ... h ## FALAK : Tum bewakoof ho kya .. ## ANDREA : Arrey I wasn't drinkng , that toh Sanjeev Sir .. ## FALAK : I don't have a problem par ghar pe aake pee sakti thi naa .. ## MINAL : Falak LET HER BE ... uska mood hai usko peene do ... ## FALAK : Ghar pe piye na ... listen guys we got ta be car efu l . .. us din bh i humney ek baar socha hota toh yeh sab ... ## FALAK : Kya hua ? ## ",FALAK keh raha hai ke ANDREA ghar pe aake drink kar sakti thi,entailment,"Kasturi : No... That... ## Meenal : What? ## Vane: Andrea didn't come - ## Vane: Andrea you didn't have the power to tell you was late - what is it? ## Andrea : What hi... J ## Falak : Are you an idiot.. ## Andrea: Hey I was not drinking alcohol, so sanjeev sir.. pe ake pe shakti thi na.. ## Minal: Falak Let him be... his mood is let him drink... ## Falak: Ghar pe peeye na... Hey guys we got the car ifu l. .. I would have thought once in the day too, then all this... ## Falak: What happened? ,",It has been said that Andrea came home to have a drink and had power.
1584,ANDREA : I will speak to somebody in legal Uncle - Unko definitely pata hoga ! ## OMKAR : Nahi tum subah se baithe ho puttar - main aur aunty hain abhie - milatey hain toh ! ## MINAL : Pachaas hain ! ## FALAK : Nahi uncle ... paise toh hain ... ## OMKAR : Kaam aa jaayeingey puttar ! ## ,OMKAR is asking ANDREA to go. ,entailment,"Andrea: I'll talk to someone in legal, Uncle - you must know! ## Omkar: No, you are sitting with everyone, son - me and aunt are now - if we shake! ## Minal: There are five! ## Falak: No Uncle... Money is there... ## Omkar: Work will come, Puttar! ,",Onkar is asking Andrea to leave.
1585,APU : To tu school se vaapas aa gaya hai aur tere baap ke nathune phoonkaar maar rahe honge ... aur va bolta hoga ki no more padhai ... Waste of time ... join family business ... ## ROHAN : Tumko kaise pata ? ## APU : Har chhote shaher ke baap aise hi hote hain ... Family business ... ## AMBER : Very good very good ... ## APU : Dream business ... ## AMBER : Very bad very bad ... ## APU : Iss motu ko dekh ... isko bhi family business karna hai ... isiliye weight badha raha hai taaki bra fit ho sake ... ## AMBER : Tu dhande pe mat ja . ## APU : Bolo dhanda bhagwan ki ... ## SHIV : Jai ! ## ,ROHAN ke papa bolte hain ke aagey aur padho,contradictory,"APU : 2 is back from school and tere baap ke nostrils are calling and hitting her nostrils... and he must say that you don't study anymore...waste of time...Join family business...##Rohan : How do you know? ## APU : Father of every small town is like this... Family business... ## Amber : Very good Very good... ## APU : Dream business... ## Amber : Very bad Very bad. .. ## APU : Look at this motu... it also has to do family business... that's why I am gaining weight to fit my bra... ## Amber: Tu dhande pe mat ja. ## APU : Speak Dhanda of God... ## Shiva : Jai! ,",Rohan's father has said Read more
1586,"RAMA : Hello ? ## HARISH : Main bol raha hoon . ## RAMA : Acha hua aap ka phone aa gaya , ajeeb si ghabrahat si ho rahi thi ## HARISH : Rama woh ... Neerja ka plane Karachi ruka tha na .. wahaan .. plane hijack ho gaya hain . ## RAMA : Kya ho gaya hain ? ## HARISH : Hijack , kuch terrorists ne plane kabze mein kiya hua hain ## ",RAMA ko ajeeb si ghabrahat si ho rahi thi. ,entailment,"Rama: Hello? ## Harish: I am speaking. ## Rama: It is good that your call has come, there was a strange panic ## Rama: what has happened? ## Harish : Hijack, some terrorists have done plane constipation ##",Rama was feeling a strange panic.
1587,RAJ SINGH : Jaa fresh ho le . Sampradayik Singh walks out fuming . Shahid's face is pale and tired . ## RAJ SINGH : Tu ... bata de sab . ## SHAHID : Bata diya . Mujhe aur kuuch nahin pata . ## RAJ SINGH : To woh Pakistani jhooth bol raha hai ? ## SHAHID : Main usse camp mein mila tha . Bas . ## RAJ SINGH : Toh number kyon diya usko ? ## SHAHID : Main aur kisi ko nahin jaanta tha wahaan . Mujhe kuuch hota toh woh ghar walon ko phone ... Mere padosi ka number diya tha . ## RAJ SINGH : Phone nahin hai tere ghar par ? ## SHAHID : Nahin . He walks out and closes the door . Meets Sampradayik Singh outside . ## ,SHAHID ke ghar par Phone nahin hai. ,entailment,"Raj Singh: Go get fresh. The sectarian Singh went out in anger. Shahid's face is pale and tired. ## Raj Singh: You... tell me everything. ## Shahid: Told me. I don't know anything else. ## Raj Singh: So that Pakistani is lying? ## Shahid : The main use was found in the camp. Smell. ## Raj Singh: So why did you give us the number? ## Shahid: I didn't know anyone else there. If anything happened to me, he had given the phone number to the family members... my neighbor's number. ## Raj Singh: There is no phone at your house? ## Shahid: No. He goes outside and closes the door. Met the communal Singh outside. ,",There is no phone at Shahid's house.
1588,RANI'S MOM : ye india se baahar jaa ke sab angrez bann jaatey hain ## RANI'S MOM : Rani ?? ## RANI'S MOM : Tu theek hai ? suitcase kidhar hai ? Tu kitni patli ho gayi hai ... foreign se kaali ho ke aa gayi hai ? Chhatri nahin use ki ? yeh kya boy cut sa kara liya hai ## RANI'S DAD : To kya hua ... Foreign return ho gayee hai ## ,Rani patli ho gayi hai. ,entailment,Queen's Mother: They all become English after going out of India ## Queen's Mother: Rani ?? ## Queen's Mother: Are you okay? where is the suitcase? How patriotic have you become... Have you come from a foreigner to black? Don't use an umbrella? Yeh kya boy cut sa kar hai hai ## Rani's father: So what happened... the foreign return has happened ##,The queen has fallen.
1589,RAHUL : Tumhara scooter aur ek joota security guard ko lobby mein mila . ## RIANA : Thank god !! ## RAHUL : Please use kal subaha aake le jao aur aaogi toh lawyer se appointment ke liye kuch papers bhi sign kar jana . ## RIANA : Perfect !! ## ,RIANA ko lawyer se appointment ke liye kuch papers sign karne hain,contradictory,"Rahul: Your scooter and a shoe were found by the security guard in the lobby. ## Rianna: Thank God!! ##Rahul: Please take it to Subaha tomorrow and if you come then use to sign some papers for an appointment with a lawyer. ## Rianna: Exactly!! ,",Riyana has to sign some papers for an appointment with a lawyer.
1590,"OMI : Jai shri Krishna mama . ## OMI: : Haan .. Station hi ja raha tha .. Kyun ? Ji .. Sabarmati express .. Haan S6 , ji mujhe pucca pata hai , S6 hi hai .. Kyun ? ## OMI: : Achha .. Theek hai .. aata hun ## OMI : Ghuma lo .. Party office ## ",OMI station ja raha tha,entailment,"OMI: Jai Shri Krishna Mama. ## OMI: : Yes.. was going to the station itself.. why? G.. Sabarmati Express.. Yes S6, I know for sure, it is S6.. Why? ## OMI : : ok .. ok .. I will come ## OMI : TURN OUT .. PARTY OFFICE ##",was going to OMI station
1591,"HARISH: : Indira Gandhi's assassination ...Assassination mein kitne ""s"" hote hain ? ## JUNIOR JOURNO: : Uhhh ... Sir .. ## HARISH: : Nahi main waise hi pooch raha hoon . ## HARISH: : Hello ? ## ",JUNIOR JOURNO pooch raha hai assassination mein kitne 'S' hotey hain,contradictory,"Harish : Assassination of Indira Gandhi...How many ""are there"" in murder? ## Junior Journal : : Uh... Sir .. ## Harish : : No I am asking the same. ## Harish : : Hello? ,",Junior Journal is asking how many 'from' are there in murder
1592,"SAXENA : Jeeta reh ... ## WAR : Dr . Saxena . Professor , Punjab University ... ## SHAHID : Hunh ... ## WAR : Yeh mujhe , Srinagar mein garib bachchon ke liye civil services ki institute kholne mein madad karenge .. ## SHAHID : Civil services kyun ? ## WAR : To change the system , you have to be a part of it . ## SHAHID : Paise ?... ## WAR : Abbu ne thik thak choda hai . ## SHAHID : Sorry , ## WAR : Main bhi . Wajah bhi main hi tha . ## ",SHAHID does not want WAR to start  institute. ,contradictory,"Saxena : Stay alive... ## War : Dr. Saxena. Professor, Panjab University... ## Shahid: I am... ## War: It will help me to open an institute of civil service for poor Bachchans in Srinagar.. ## Shahid: Why civil service? ## War: To change the system, you have to be a part of it. ## Shahid: Money? ... ## War: Abbu was fine. ## Shahid: Sorry, ## War: Me too. I was the reason too. ,",Shahid does not want WAR to start an institute.
1593,PANDIT : Kyun bhai Raje babu aajkal darshan nahi hote aapke .. ## PANDIT : Bhagwaan ki zarurat nahi rahi aapko ? Hain ? Ki vishwas hi uth gaya ? Kahin naastik toh nahi ho gaye ? ## BAUJI : Nahi Pandit jee- Maine ek phaisla kiya hai- ki jis sach ko main dekh nahi sakta usey main nahi swikarunga .. ## PANDIT : Toh kya chahte ho Bhagwaan swayam prakat ho jaaye tumhare samne ? ## BAUJI : Aisa kuchh prabandh karwa sakte hain Pandit jee ? ## PANDIT : Jyada sayane ho gaye ho Raje babu ? Na dharm mein vishwas rah gaya hai no ishwar mein .. Pachhtaoge pachhtaoge .. ## ASHOK : Mujhe pass kar diya tayaji .. ## BAUJI : Wah mere bete- wah ! ## BAUJI : Khao bhai munh meetha karo- Itni badhiya khabar sunayi hai mere bachhe ne .. ## ,BAUJI chahta hai ki Bhagwaan ko uske samne lane ka PANDIT prabandh karwa de. ,entailment,"Pandit : Why brother Raje babu do not see you nowadays.. ## Pandit: You are not in need of God? Is? That faith was lost? Have you become an atheist? ## Bauji: No, Panditji- I have made a decision- that I will not accept the truth which I cannot see.. ## Pandit: So what do you want God Himself to be light in front of you? ## Bauji: Can Panditji get such management done? ## Pandit: Have you become more mature, Raje Babu? I have no faith in religion nor in God.. you will repent.. ## Ashok: passed me Taiji.. ## Bauji: eat brother sweeten your mouth - my child has told such a wonderful news.. ##",Bauji wants God to get the pandit management of the lane in front of him done.
1594,"PINKY : Didi ? ## PINKY : Didi , please ... please hamaari help karo ... Hum log bahot problem mein hain ... ## PINKY : Please , Didi . Main aur mera huaband ... Hamein saath le chalo ... ## MEERA : Sorry . ## PINKY : Didi , please , Didi ... ## MEERA : Side hato . ## ",MEERA ne PINKY aur uske husband ko saath le jaane se mana kar diya. ,entailment,"Pinky: Sister? ## Pinky: Didi, please... Please help us... We are in a lot of trouble... ## Pinky: Please, didi. Me and mine happened... take with us... ## Meera : Sorry. ## Pinky: Didi, please, didi... ## Meera: Move to the side. ,",Meera refuses to take Pinky and her husband along.
1595,TAUFIQ : Taiyaari poori ? Bomb ? Kahaan Shahid and Rafiq say yes in unison . Shahid indicates . He goes and checks the jackets . Pushes a plug . ## TAUFIQ : Yeh on kyon nahin hota ? ## TAUFIQ : Chalo ab isse pahan lo . ## SHAHID : Abhi toh time hai ? ## TAUFIQ : Isse accha time nahin . ## ,SHAHID wants to wear the jacket later.  ,entailment,"Taufeeq: Ready? bomb? Where Shahid and Rafiq said yes in one voice. Shahid explains. He goes and checks the jacket. Presses a plug. ## Taufeeq: Why it doesn't happen but? ## Taufeeq : Let's wear it now. ## Shahid: Is it time now? ## Taufeeq: There is no better time than this. ,",Shahid wants to wear the jacket later.
1596,"JAVED : I can't believe this . ## FALAK : Bahut dar gaye thhaiy hum ! Humney socha - ## JAVED : Na hi Fa l ak . S oc h a n ah i a ap n e . Sochtin toh unke rooms mein nahin jaatin aap teenon ! Min al ka toh samajh mein bhi aata hai leki aap- ## FALAK : Minal ka kya samajh mein aata hai Javed ? I don't believe this . ## JAVED : Now I can be tr ut hfu l F ala k o r liberal , what do you want me to be ? ## FALAK : Opinion ke liye nahi aayi thi - I just wanted a hug - I wanted you to hold me ! ## ",FALAK opinion ke liye aayi thi,contradictory,"JA: I can't believe it. ## Falak: We were so scared! We thought - ## Javed : Neither did you fail. S o h a n ah i a ap n e. If you think, you three are not in his room! You can understand Min al too but you – ## Falak: What do you understand about Minal, Javed? I don't believe in this. ## JA: Now I can tru ut hfu l f ala k o r liberal, what do you want me to be? ## FALAK : Didn't come for the opinion - I just wanted a hug - I wanted you to hold me! ,",Falak came for Rai
1597,RANI'S MOM : ye india se baahar jaa ke sab angrez bann jaatey hain ## RANI'S MOM : Rani ?? ## RANI'S MOM : Tu theek hai ? suitcase kidhar hai ? Tu kitni patli ho gayi hai ... foreign se kaali ho ke aa gayi hai ? Chhatri nahin use ki ? yeh kya boy cut sa kara liya hai ## RANI'S DAD : To kya hua ... Foreign return ho gayee hai ## ,Rani foreign se kaali hokar aai hai,entailment,Queen's Mother: They all become English after going out of India ## Queen's Mother: Rani ?? ## Queen's Mother: Are you okay? where is the suitcase? How patriotic have you become... Have you come from a foreigner to black? Don't use an umbrella? Yeh kya boy cut sa kar hai hai ## Rani's father: So what happened... the foreign return has happened ##,The queen has come from a foreign country
1598,"RAMA: : Thak gayi na meri Lado ## RAMA: : Dekh ? Yahi waala tha na ? Mujhe yaad hain beta , mamma ko yaad hain ## HARISH : Meri 3d , 4d ho gayi Aneesh , Daddy's dead darling daughter ho gayi ## JATIN: : Neerja ki mamma ? ## JATIN: : Neerja Aunty ne aapke liye message bheja hain ... ## ",Neerja ne apani mamma ke liye message bheja hai. ,entailment,"Rama: : did not fail my Lado ## Rama: : See? That was it, wasn't it? I remember son, remember momma ## Harish: I got 3D, 4D Anish, daddy's dead lovely daughter ## Jatin: Neerja's momma? ## Jatin: : Neerja Aunty has sent a message for you... ##",Neerja has sent a message for her mother.
1599,"RANI : Woh Chaddha uncle keh rahein the ki main unke wahan job kar loo jab tak shaadi hoti hai tab tak , unko bhi help ho jayegi ... jab se mini gayi hai koyi hai nahin unka haath bataaney ke liye ## RANI : Kar loon kya ? Shaadi ke baad chhod doongi ## VIJAY : kya zaroorat hai job wob karne ki , ## RANI : real job nahin hai ... khaana achha bana leti hoon to unhoney bola ... aisey hi ... ## VIJAY : To aisey hi ... merey liye bana na ... mainey roka hai ... aur shaadi ke baad ghar baith ke cooking hi to karegi ... aur phir mummy ko bhi theek nahin lagega ... ## RANI : achha ... mana kar doongi ## ",VIJAY ne RANI ko job karne se mana kar diya. ,entailment,"Rani: That Chaddha uncle is saying that I should do a job for him, till the time he gets married, he will also be helped... Ever since Mini has gone there is no one to show his hand ## Rani: What? I will leave after marriage ## Vijay: Is it necessary to do that job, ## Rani: It is not real work ... If you cook food well, then she said ... Just like this ... ## Vijay: So like this hi... banna for me na... i have stopped... and after marriage sit at home cooking hi toh karega... and then mommy also won't feel well... ## Rani : Well... ##",Vijay dissuaded Rani from doing the job.
1600,"MRS.KAPOOR : Kitna old fashion hair style hai tumhara , new hair cut kyoun nahin try kate .. Go to the Vidal Sasoon salon tomorrow .. Aur thoda product use karo .. You'll get some texture . ## MR.KAPOOR : --Tumhari maa ko bahut pata hai , MBA kiya hai usne hair styling mein . ## MRS.KAPOOR : Kaash kiya hota to tumhara kuch kar pati ? ..Kab se ke rahi hun , Soonawalla's ki tarah Hair transplant karva lo , already 55 ke lagte ho ! ## MR.KAPOOR : --main 57 ka hun . ## ",MR.KAPOOR 55 years ke hai. ,contradictory,"Mrs. Kapoor: Yours is such an old fashion hairstyle, why not try a new hair cut..go to Vidal Sassoon salon tomorrow..and use a little product..you will get some texture. ## Mr. Kapoor :- Your mother knows a lot, she has done MBA in hairstyling. ## Mrs. Kapoor : I wish if you had done something for your husband? ..Since when I am Rahi, get hair transplant done like Soonawalla, already you look 55! ## Mr. Kapoor :- I am 57. ,",Mr. Kapoor is 55 years old.
1601,VIKRAM : Voh dekh ... doosri picture chal rahi hai ... uss ki biwi ghar pe so rahi hogi aur saala yahaan ayyaashi kar raha hai ... Oye uncle ... ## MUNINDER : Kya hua ? ## MUNINDER : Kaun hai ? ## MUNINDER : Rathod !? ## BENOY : Chhod na ... ## ,pehli picture chal rahi hai,contradictory,Vikram: See that... another picture is going on... His wife must be sleeping at home and brother-in-law is playing deceit here... O Uncle... ## Muninder: What happened? ## Muninder: Who is it? ## Muninder : Rathod!? ## Benoy : Chhod Na... ##,first picture in progress
1602,KHEMPAL : Kya kiya ye tum logo ne . ## KANHAIYA : Dekh saans chal rahi hai .. ## RAJPAL : Sab theek ho jaayega .. Chinta mat kar . ## KANHAIYA : He comes after a few seconds and looks at Rajpal . ## KANHAIYA : Bhaag gaya saala . ## KHEMPAL : Main abhi saab logon ko jagata hoon . ## RAJPAL : Pagal ho gaya hai . Sab andar ho jaayenge . ## KANHAIYA : Jo tu bolega wahi hoga . Par pehle thande dimaag se soch to lein ki kya karna hai . Chal chhat pe chal kar baat karte hain . ## ,RAJPAL keh raha hai sab theek ho jaaega,entailment,"Khempal: What did you guys do? ## Kanhaiya: Look, I am breathing.. ## Rajpal: Everything will be fine.. Don't worry. ## Kanhaiya : He comes after few seconds and sees Rajpal. ## Kanhaiya: ran away brother-in-law. ## Khempal : I am now the world of all the people. ## Rajpal: Has gone mad. Everything else will happen. ## Kanhaiya: Whatever you say will happen. But first think with a cold mind what to do. Let's walk on the roof and talk. ,",Rajpal is saying everything will be fine
1603,"RAHUL : Dadu yeh maal kahaan se laye hain ? Fuuuuck man ! ## ARJUN : Saale tu jitna perfect banta hain utna hai nahin . Tu Mom dad ka favorite bana kaise ? ## RAHUL : Mom dad hum dono ko equally pyaar karte-- ## ARJUN : --Kaminey , seedhe mooh toh bol de . ## RAHUL : You know what ... main teri jagah ek second mein le loon ... ## ARJUN : Yeah right ... ## RAHUL : Arrey jitne taane maar lein , atleast woh tujhe jaante toh hain . Mujhe toh woh jaante bhi nahin . ## RAHUL : Tujhe ek baat bataun . jo iss ghar mein maine kisi ko nahin batayi . ## ",ARJUN ne RAHUL se kaha ki tu Mom dad ka favorite nahin hai. ,contradictory,"Rahul: From where did Dadu bring these goods? Fuouk dude! ## Arjun: Saale tu jeeta perfect bante hai, not that much. How did you become mom dad's favorite? ## Rahul : Mummy papa love us both equally-- ## Rahul : You know what... I can take your world in each other... ## Arjun: Yes ok... # #Rahul: Hey you die, at least they know you. They don't even go to me. ## Rahul: Let me tell you one thing. Which I have not told anyone in this house. ,",Arjun told Rahul that you are not mom dad's favorite.
1604,"RANI : Woh Chaddha uncle keh rahein the ki main unke wahan job kar loo jab tak shaadi hoti hai tab tak , unko bhi help ho jayegi ... jab se mini gayi hai koyi hai nahin unka haath bataaney ke liye ## RANI : Kar loon kya ? Shaadi ke baad chhod doongi ## VIJAY : kya zaroorat hai job wob karne ki , ## RANI : real job nahin hai ... khaana achha bana leti hoon to unhoney bola ... aisey hi ... ## VIJAY : To aisey hi ... merey liye bana na ... mainey roka hai ... aur shaadi ke baad ghar baith ke cooking hi to karegi ... aur phir mummy ko bhi theek nahin lagega ... ## RANI : achha ... mana kar doongi ## ",RANI job accept kar legi,contradictory,"Rani: That Chaddha uncle is saying that I should do a job for him, till the time he gets married, he will also be helped... Ever since Mini has gone there is no one to show his hand ## Rani: What? I will leave after marriage ## Vijay: Is it necessary to do that job, ## Rani: It is not real work ... If you cook food well, then she said ... Just like this ... ## Vijay: So like this hi... banna for me na... i have stopped... and after marriage sit at home cooking hi toh karega... and then mommy also won't feel well... ## Rani : Well... ##",accept the job
1605,RANI'S MOM : ye india se baahar jaa ke sab angrez bann jaatey hain ## RANI'S MOM : Rani ?? ## RANI'S MOM : Tu theek hai ? suitcase kidhar hai ? Tu kitni patli ho gayi hai ... foreign se kaali ho ke aa gayi hai ? Chhatri nahin use ki ? yeh kya boy cut sa kara liya hai ## RANI'S DAD : To kya hua ... Foreign return ho gayee hai ## ,Rani ka  boy cut sa hair cut RANI'S MOM ko pasand aaya. ,contradictory,Queen's Mother: They all become English after going out of India ## Queen's Mother: Rani ?? ## Queen's Mother: Are you okay? where is the suitcase? How patriotic have you become... Have you come from a foreigner to black? Don't use an umbrella? Yeh kya boy cut sa kar hai hai ## Rani's father: So what happened... the foreign return has happened ##,Rani's boy cut hair cut Rani's mom liked it.
1606,BABLU : Aap achha samjhaati hain ! ## BABLU : Pahli naukri hai ? ## DEVI : Nahin . ## BABLU : Pichhli naukri kya huyi ? ## DEVI : Kaam achha nahin tha . ## BABLU : Mujhe pata hai aap Yadav ke udhar thi . ## ,BABLU pehle Yadav ke udhar tha,contradictory,"Bablu: You are a good compromise! ## Bablu: First job? ## Devi: No. ## Bablu : What was the last job? ## Devi : The work was not good. ## Bablu : I know you were Yadav's loan. ,",Bablu was earlier loaned to Yadav
1607,"SHAHID : Kab se ? ## SHAHID : Just ek problem . Har char mein ek cancer se tapakta hai . Tum 3 mein ho , tumko kuchch nahin hoga . Ho sakta hai , kyon nahin ? 75% chance . Distinction hai ! ## KHALID : Ek minute , bhai . ## SHAHID : Dost ? Khalid shakes his head and walks towards his friend as Shahid looks on amusedly . ## ",KHALID 3 mein hai usko kuch nahi hoga,entailment,"Shahid: Since when? ## Shahid: Just one problem. One in every four heats up with cancer. You are in 3, nothing will happen to you. Maybe, why not? 75% chance. There's a difference! ## Khalid: A minute, bro. ## Shahid : Friend? Khalid shakes his head and walks towards his friend as Shahid watches with fun. ,",Khalid is in 3 nothing will happen to him
1608,"DEBDAS : Aap logon ko yahaan khudaai karni hai , kya karna hai ... ## DEBDAS : To ... (imitating Dev Anand) Phir savaal ye hai ki ... aapko khodna aata hai ? ## DEBDAS : Very good ... ## DEBDAS : Hum khod rahe hain kyonki ... zameen hai , usse ... khodte hain ... ## DEBDAS : Andar hi to hai jo hai ... baahar to sirf ... ## DEBDAS : Vah ... bhai mujhe nahin pata ... bade saahab ko pata hai ... ## DEBDAS : Ye theek hai ... ## ",DEBDAS ne kaha ki hum khod rahe hain kyonki aapko khodna aata hai. ,contradictory,"Debdas : You guys have to dig here, what to do... ## Debdas : So... (imitating Dev Anand) Then the question is... do you know God? ## Debdas : Very good... ## Debdas : Why are we digging... the land is there, we dig it... ## Debdas: What is inside is there... outside is only. .. ## Debdas : Wow... Brother I don't know... Bade sahab knows... ## Debdas : It's fine... ##","Debdas said that we are digging, why do you know God?"
1609,"RAHUL : Thanks maa . Kaise ho ? ## MOTHER : Theek hoon . ## RAHUL : I missed you . ## RAHUL : Yahaan baitho na . ## MOTHER : Tum kasie ho ? ## RAHUL : Theek hun . ## MOTHER : Aur woh .. Tumhara .. ## RAHUL : Kaun .. Bolo maa .. ## MOTHER : I'm sorry .. ## RAHUL : Kyunki aap uska naam nahin bol paaye . ## MOTHER : Nahin , kyunki mujhe aur thoda waqt lagega . ## ",Mother needs time. ,entailment,"Rahul: Thanks mother. How are you ? ## Mother: I am fine. ## Rahul : I missed you. ## Rahul: Sit here, don't you? ## Mother: How are you? ## Rahul: I am fine. ## Mother: And that.. yours.. ## Mother: No, because I will take some more time. ,",Mom needs time.
